1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325942025787740165,"@valoreconomico é o jogo da verdade ou mentira? eu digo... mentira! covas é pessimo até como boneco ventríloquo do governador botox. esquece ele. boulos, cara, o boulos pra ter 13% (número conveniente) somente se a população paulistana estivesse sob uso de ópio, não é o caso. é russomano.",negative,"@valoreconomico is the game of truth or lie? I say ... lie! pits is terrible even as the ventriloquist doll of the governor botox. forget him. boulos, man, boulos to have 13% (convenient number) only if the population of São Paulo were using opium, this is not the case. is Russomano."
1325942024881795073,"ibope forçando o terrorista boulos kkkkkkkkkkkk aí chega na hora da eleição, russomano vence e boulos não faz nem 5%.",positive,"ibope forcing the terrorist boulos kkkkkkkkkkkk arrives at the time of the election, Russoman wins and boulos doesn't even make 5%."
1325942022512009216,@valoreconomico meu deus. boulos no segundo turno. o cara que não sabe nem reconhecer as dívidas da cidade e conta com o ovo no da galinha? para né gente.,negative,@valoreconomico my god. boulos in the second round. the guy who doesn't even know how to recognize the city's debts and has the chicken's egg? for people.
1325942018862952449,"@liviafrances é isso! eles contam com empresários, nós contamos com o amor e com a esperança! vamos juntos com boulos e com as juntas - mulheres sem teto (50400) #virasp50 !",positive,"@liviafrances that's it! they count on entrepreneurs, we count on love and hope! we go together with boulos and together - homeless women (50400) # virasp50!"
1325942006821117954,@tesoureiros o boulos tomou chá de felipão,neutral,@tesoureiros boulos drank felipão tea
1325941988030619648,"@simoneehnois @guilhermeboulos @luizaerundina bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@simoneehnois @guilhermeboulos @luizaerundina good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941970951413762,"ou seja, se rolar o famoso voto útil, tem chance de segundo turno na cidade de sp covas x boulos",positive,"that is, if the famous useful vote happens, there is a chance of a second round in the city of sp covas x boulos"
1325941969919631363,boulos ou russomano de prefeito deve ser tão bom quanto beber leite com vidro moído,positive,boulos or Russomano de mayor should be as good as drinking milk with crushed glass
1325941969881886725,vou viajar dia 13 - e nem q ñ fosse ñ votaria em ninguém -- covas ñ dá boulos muito menos russomanno - tbm ñ --- e voto útil - nem pensar .. vamos de multa .,positive,I am going to travel on the 13th - and even if I were not voting for anyone - pits ñ it does not give a lot of boulevard Russomanno - TBM ñ --- and a useful vote - no way.
1325941969110134785,"covas foi de 26% para 32%; boulos se manteve com 13%; russomanno foi de 20% para 12%; frança foi de 11% para 10%; jilmar tatto se manteve com 6%; os votos perdidos por russomano e do frança tem grande probabilidade de terem ido para o covas. tatto e orlando juntos reúnem 7%,",neutral,"pits went from 26% to 32%; boulos remained at 13%; Russomanno went from 20% to 12%; france went from 11% to 10%; jilmar tatto remained at 6%; the votes lost by Russomano and france are very likely to have gone to the graves. tatto and orlando together make up 7%,"
1325941967071621122,@rodp13 agora se o boulos tiver 13% dos votos fica na frente do marci frança,neutral,@ rodp13 now if boulos has 13% of the vote it is in front of marci france
1325941952727166976,guilherme boulos,neutral,guilherme boulos
1325941949870845952,"@alex_borges eu acho que a enquete está sendo manipulada, ninguém vota em covas, muito menos em boulos.",negative,"@alex_borges i think the poll is being manipulated, nobody votes in pits, much less in boulos."
1325941941649936384,"vamo acordar, vamo acordar. o sol tá nascendo em são paulo. estamos chegando ao segundo turno! temos a chance de eleger boulos e luiza erundina em são paulo. chance de fazermos história - amorosa, diversa, alegre, humana. esse é um chamado para todos! #viravoto #virasp50",positive,"let's wake up, let's wake up. the sun is rising in são paulo. we are reaching the second round! we have the chance to choose boulos and luiza erundina in são paulo. chance to make history - loving, diverse, cheerful, human. this is a call for everyone! #viravoto # virasp50"
1325941933311733761,vai boulos é meu ovo,neutral,go boulos is my egg
1325941932254777346,@juliovellozo ia ser lindo o boulos ganhando essa eleição,positive,@juliovellozo it would be beautiful boulos winning this election
1325941927032852480,"@pablocapile @midianinja a midia alternativa pelo jeito é boulos, entendi direito? a alternativa tá imitando a oficial, tamos mal!",negative,"@pablocapile @midianinja the alternative media by the way is boulos, got it right? the alternative is imitating the official, we are bad!"
1325941926756052995,"@emerichpaloma @guilhermeboulos bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@emerichpaloma @guilhermeboulos good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941915871744000,@uol vote boulos 50 são paulo.,neutral,@uol vote boulos 50 são paulo.
1325941912776433666,"não só do boulos, mas de tds q estão fzndo o mesmo.",neutral,"not only from boulos, but from everyone who is doing the same."
1325941910171770881,"@elaine33371282 se boulos está tecnicamente empatado com russomano é porque uma parte significativa do eleitorado de sp quer a esquerda sim! mas só tem um culpado, @jairbolsonaro quem abriu as portas, e vai dar muito trabalho pra fechar até 2022!",positive,"@ elaine33371282 if boulos is technically tied with Russomano it is because a significant part of the electorate of sp wants the left yes! but there is only one culprit, @jairbolsonaro who opened the doors, and it will take a lot of work to close by 2022!"
1325941908544352259,"viraaaamoooossssss!!!! viraaaamoooossssss!!!! pesquisa ibope em são paulo: covas, 32%; boulos, 13%; russomanno, 12%; frança, 10% | eleições 2020 em são paulo | g1",neutral,"viraaaamoooossssss !!!! viraaaamoooossssss !!!! ibope survey in são paulo: covas, 32%; boulos, 13%; Russomanno, 12%; france, 10% | 2020 elections in são paulo | g1"
1325941902336790529,@cartacapital o boulos perdeu meu voto depois dessa atitude! ele critica o bozo mas faz igual né?,positive,@cartacapital boulos lost my vote after that attitude! he criticizes the bozo but does the same right?
1325941885513371650,"@vote50capas bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@ vote50capas good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941860746092548,"@veganzepam que o boulos subiu nas pesquisas, passou o c3ls0 e provavelmente vai pro 2 turno em sp!! nao sei pq nao ta mais disponivel o tt mas la no perfil dele tem varios outros falando sobre",negative,"@veganzepam that boulos went up in the polls, passed c3ls0 and probably goes to the 2nd shift in sp !! I don't know why it's not available anymore, but there are several others on his profile talking about"
1325941860385378304,boulos ultrapassou o rançomano ! grande dia,neutral,boulos overtook the rancid! big day
1325941859030618114,"@vote50capas @emicida bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@ vote50capas @emicida good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941858342744064,boulos e erundina oficialmente no segundo lugar,neutral,boulos and officially erundin in second place
1325941838482706434,"boulos ultrapassa o bolssomano, em sp. bostanaro ressuscitou o terrorista.",neutral,"boulos surpasses the bolssomano, in sp. bostanaro resurrected the terrorist."
1325941826516361218,"façam a fancam do boulos com aquela música: o homem disparou, disparou, disparou... nunca pedi nada para vocês :(",negative,"do the foul of the boulos with that song: the man fired, fired, fired ... I never asked you for anything :("
1325941811219734529,@sigagazetabr boulos se tiver muito é 3% de votos e olha lá,neutral,@sigagazetabr boulos if you have a lot is 3% of votes and look there
1325941804395585537,o boulos subindo não me traz esperança nenhuma infelizmente tá óbvio quem vai ganhar,positive,the boulos rising does not bring me any hope unfortunately it is obvious who will win
1325941800448761856,sério lá espero muito muito muito que dê boulos e pra 2 mandatos e que quebra esse padrão maldito porque se ele ganha e tem esse padrão depois vai vir o próprio satanás,positive,seriously there i hope very very much that he gives boulos and for 2 terms and that breaks this damn pattern because if he wins and has this pattern then satan himself will come
1325941798129295360,pesquisa ibope aponta covas x boulos no segundo turno de são paulo,negative,ibope research points covas x boulos in the second round of são paulo
1325941794195042305,meu deus minha mãe descobriu q eu vou votar no boulos vou ser expulsa de casa,neutral,my god my mom found out i'm going to vote for boulos i'm going to be kicked out
1325941789371604994,diniz e boulos fazendo sonhar no mesmo dia,neutral,diniz and boulos making dreams on the same day
1325941787433824258,pior é que o paulistano vai afundar 45 se o boulos for pro segundo turno,negative,worse is that paulistano will sink 45 if boulos goes to the second round
1325941787400298497,"se o boulos for pro segundo turno pode saber que eu vou virar a demônia da panfletagem, da troca de ideia na rua, etc. agora eu to ativa, mas no segundo eu vou virar o demonio",negative,"if the boulos go to the second round, they may know that I will become the demon of leafleting, of the exchange of ideas on the street, etc. now i'm active, but in the second i'll become the devil"
1325941786997645317,"são paulo, pelo amor de deus vcs só tem uma missão nesse domingo que vem. liga aí pra família, fala com as amizades, manda msg sei lá da teus pulo aí mas coloca o boulos no segundo turno",positive,"são paulo, for the love of god you only have one mission this sunday next. call the family there, talk to friends, send msg I don’t know how to jump there but put the boulos in the second round"
1325941773416468480,única vantagem de morar em são paulo deve ser a oportunidade de poder votar no boulos,positive,only advantage of living in são paulo should be the opportunity to be able to vote for boulos
1325941765304705025,"esse movimento em torno da candidatura do boulos é um sopro de esperança pra minha geração. estamos vendo e construindo uma candidatura popular com chances reais de vencer! diante de tanta barbárie, de um futuro sem perspectivas, começamos a ter esperança! #virasp50",positive,"this movement around the candidacy of boulos is a breath of hope for my generation. we are seeing and building a popular candidacy with real chances of winning! in the face of so much barbarism, of a future without prospects, we begin to have hope! # virasp50"
1325941756370821120,@fabioporchat esqueceu de completar. vote boulos,positive,@fabioporchat forgot to complete. vote boulos
1325941739882999808,"@songoncalves @limaoliver @bernardomf vc não percebeu uma coisa que pode ser importante: o boulos não cresceu e o covas vem crescendo muito, a chance dele ganhar em primeiro turno é bem alta",positive,"@songoncalves @limaoliver @bernardomf you did not notice something that may be important: the boulos have not grown and the pits have been growing a lot, the chance of winning in the first round is very high"
1325941739857842180,"boulos se inspira em cqc, faustão e masterchef em propagandas para a web #sitenatelinha",neutral,"boulos is inspired by cqc, faustão and masterchef in advertisements for the web #sitenatelinha"
1325941728533229568,pessoal ta proibido falar mal do boulos ate terminar essas eleiçoes blz? blz,neutral,people are forbidden to speak ill of boulos until these elections are over blz? OK
1325941725232320512,"@brunocarvalho @juleno_14 ju, tu tá viajando. pega a pesquisa da baixa renda. intenção é baixa boulos, ganha na esquerda cirandeira. não bate 15%. essa aí já tá no papo do psdb!",positive,"@brunocarvalho @ juleno_14 ju, you're traveling. take the low income survey. intention is low boulos, wins on the left. it doesn't hit 15%. this one is already on the psdb chat!"
1325941722493440006,@sigagazetabr esse boulos fecal nem deveria aparecer nas pesquisas - absurdo!,negative,@sigagazetabr this fecal boulos shouldn't even appear in research - absurd!
1325941722174648320,"@capitaoderrite nem no boulos né? o invasor de terras alheias apesar que hoje todos estão armados pra proteger suas terra e sabe que vão levar chumbo na raba nenhum desses partidos pessoas. minha cidade está destruida, abandonada que ódio",negative,"@capitaoderrite not even boulos right? the invader of alien lands, despite the fact that today everyone is armed to protect their land and knows that none of these parties will lead the way into the street. my city is destroyed, abandoned that hate"
1325941722153627648,"@romulo_maia98 bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@ romulo_maia98 good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941704772513793,boulos querido boulos por favor seja eleito,neutral,boulos dear boulos please be elected
1325941691115839493,"@pandora bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@pandora good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941690964856833,"@dcm_online @guilhermeboulos @guilhermeboulos implantará wi-fi na nossa cidade de spaulo, aos poucos, cobrirá todas as áreas, que atenderão e democratizarão internet para todos!!! vamos virar esse jogo com boulos e promover justiça social!!! #virasp50 #bouloserundina50 #boulosnosegundoturno",negative,"@dcm_online @guilhermeboulos @guilhermeboulos will deploy wi-fi in our city of spaulo, little by little, it will cover all areas, which will serve and democratize internet for everyone !!! let's turn this game around with boulos and promote social justice !!! # virasp50 # bouloserundina50 #boulosnosegundoturno"
1325941671335501824,@juleno_14 @juleno_14 boulos é igual fluminense só disputa,neutral,@ juleno_14 @ juleno_14 boulos is equal to fluminense only dispute
1325941667808030720,@lanadeholanda se boulos ganhar vão invadir tudo...,positive,@lanadeholanda if boulos win they will invade everything ...
1325941664620441600,"@erundinaboulos bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@erundinaboulos good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941657620111360,"só deus sabe pq a midia burguesa quer eleger o boulos. mas que ela quer, ela quer sim viu.",positive,"only god knows why the bourgeois media wants to elect the boulos. but what she wants, she wants to see."
1325941655938195456,"bolsonaro declara apoio a russomano// automaticamente, boulos fica em segundo lugar q delicia",neutral,"bolsonaro declares support for russomano // automatically, boulos is in second place q delights"
1325941649101434880,boulos e serafini no 2° turno! partiu?,negative,boulos and serafini in the 2nd round! left?
1325941645054009345,"@khr_sts olha se os paulistanos escolherem covas ou boulos por ter certeza que eu não terei do de nenhum cidadão ! essa pesquisa deve ser igual@a do biden , só na fraude",positive,"@khr_sts look if paulistanos choose caves or boulos for being sure that I won't have any citizen's! this search must be equal to @ biden, only on fraud"
1325941641174278145,"ibope e datafolha não são institutos confiáveis de pesquisa, vide a eleição de bolsonaro. quem pode garantir q realmente covas e boulos estão à frente nas pesquisas se urnas eletrônicas não são auditáveis. eleições no eua mostraram q é possível transferir votos de um para outro",positive,"ibope and datafolha are not reliable research institutes, see the election of bolsonaro. who can guarantee q really pits and boulos are ahead in the polls if electronic voting machines are not auditable. US elections showed that it is possible to transfer votes from one to another"
1325941637894328321,"vamo família, boulos segundo turno",negative,"let's family, boulos second round"
1325941631602864129,"@dudadellorusso @guilhermeboulos bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@dudadellorusso @guilhermeboulos good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941631103754240,todo dia eu fazendo propaganda do boulos pro pessoal de direita conservador do meu trampo consegui (tarefa difícil) converter alguns,negative,every day I advertising boulos to the right conservative people of my job I managed (difficult task) to convert some
1325941628457136129,"@guilhermeboulos @guilhermeboulos implantará wi-fi na nossa cidade de spaulo, aos poucos, cobrirá todas as áreas, que atenderão e democratizarão internet para todos!!! vamos virar esse jogo com boulos e promover justiça social!!! #virasp50 #bouloserundina50 #boulosnosegundoturno",negative,"@guilhermeboulos @guilhermeboulos will deploy wi-fi in our city of spaulo, little by little, it will cover all areas, which will serve and democratize internet for everyone !!! let's turn this game around with boulos and promote social justice !!! # virasp50 # bouloserundina50 #boulosnosegundoturno"
1325941599864565761,parabéns boulos. ótimo trabalho #virasp50,positive,congratulations boulos. great job # virasp50
1325941596643319811,"@mtst bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@mtst good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941593153695744,"@sigagazetabr rapaz, se esse pesquisa for verdade, que eu não acredito, o russomanno deve está pedindo votos pro boulos, que draga, hem? o cara se destaca propagando a invesão de propriedades elheias e está tendo essa aceitação, esquisito isso.",negative,"@sigagazetabr boy, if this poll is true, which I don't believe, Russomanno must be asking for votes for the bulls, what a dredge, huh? the guy stands out propagating the investment of other properties and is having this acceptance, weird that."
1325941590901350400,boulos em segundo tão deixando a gnt sonhar caralho,negative,boulos in second so letting gnt dream fuck
1325941569883615232,boulos merece ser prefeito em são paulo!,neutral,boulos deserves to be mayor in são paulo!
1325941569770369025,"se ainda não percebeu, estamos em uma guerra contra a mídia, contra os esquerdalhas travestidos de democratas, contra o sistema político lixo. vote nos candidatos conservadores, vamos virar esse jogo. não votem em covas, os ""fique em casa"", eduardo paes, kalil, boulos e maconhela",neutral,"if you haven’t noticed yet, we’re in a war against the media, against the lefties dressed as Democrats, against the trashy political system. vote for conservative candidates, let's turn this around. don't vote for caves, ""stay at home"", eduardo paes, kalil, boulos and maconhela"
1325941569539674114,"@deividlinkinp cara, a do frança ele já tá na frente do boulos e empatado com o russomano. mas não vou ficar dando número por aí, vamos esperar as outras pesquisas.",negative,"@deividlinkinp man, the one from france he is already in front of boulos and tied with Russomano. but I’m not going to give a number out there, let’s wait for the other surveys."
1325941559737659401,então. pro pt tanto faz se der boulos ou frança. que vão pro inferno,neutral,So. pro pt it doesn't matter if you give boulos or france. going to hell
1325941558898778112,"pesquisa ibope para são paulo// covas (32%), boulos (13%), russomanno (12%) e frança (10%)",neutral,"ibope survey for são paulo // covas (32%), boulos (13%), russomanno (12%) and france (10%)"
1325941557980262400,pede mais apoio pro bozo otário!!!!,negative,ask for more support for the bozo sucker !!!!
1325941550061326338,@dcm_online o importante é que o boulos 50 tá aí chegando para mudar são paulo para melhor né?,positive,@dcm_online the important thing is that boulos 50 is there to change são paulo for the better right?
1325941541651820549,@midianinja @guilhermeboulos @luizaerundina boulos vence na 1° rodada!,positive,@midianinja @guilhermeboulos @luizaerundina boulos wins in the 1st round!
1325941532554387456,resumo da pesquisa ibope pra prefeitura de sao paulo -boulos é quem mais apanha no segundo turno -marcio frança tem a menor rejeição dentre os candidatos viáveis de esquerda -marcio frança nao bate covas no segundo turno. onde erramos?,negative,summary of the survey ibope for the city of sao paulo -boulos is the one who is most hit in the second round -marcio france has the least rejection among the viable candidates of the left -marcio france does not beat pits in the second round. where did we go wrong?
1325941532176871424,"@lgdobrasil vocês só tem produto ruim, estragam logo após a compra. se já não fosse bastante ainda tem empregados comunistas apoiadores de um bosta igual o boulos. de mim vocês nunca mais verão um centavo.",negative,"@lgdobrasil you only have bad product, they spoil right after the purchase. if it weren't enough, it still has communist employees supporting a shit like boulos. you will never see a dime from me again."
1325941529161117697,"@pedrolrossi @guilhermeboulos @luizaerundina bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@pedrolrossi @guilhermeboulos @luizaerundina good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941518453137408,tá sem candidato pra prefeitura neste domingo? ouça o que o boulos tem a dizer.,neutral,are you running for mayor this Sunday? listen to what boulos has to say.
1325941496344928259,"@ziphakiel @guilhermeboulos @luizaerundina bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@ziphakiel @guilhermeboulos @luizaerundina good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941493400563712,"@samiabomfim @guilhermeboulos covas foi de 26 para 36 russomano foi de 20 para 12 boulos foi de 13... para 13... estagnou, esse número 13 dá um azar do caralho.!",negative,"@samiabomfim @guilhermeboulos covas was 26 to 36 Russomano was 20 to 12 boulos was 13 ... to 13 ... stagnated, that number 13 gives a bad luck.!"
1325941484663820289,"@studearthe e segundo as pesquisas o boulos vai passar pro segundo turno, só espero que isso se torne realidade e ele ganhe",positive,"@studearthe and according to the polls the boulos will pass to the second round, I just hope that this becomes a reality and he wins"
1325941482528894982,@bruno_kings1 @cauefabiano boulos é bem pior.,negative,@ bruno_kings1 @cauefabiano boulos is much worse.
1325941466636619786,#virasp50 o voto útil é no boulos e erundina!,positive,# virasp50 the useful vote is in boulos and erundina!
1325941456960430081,"@arthurmoledoval #vaidar51 vamo virar votos, não é possível que os bolsonaristas vai deixar boulos ser eleito, vamos votar no arthur !",neutral,"@arthurmoledoval # vaidar51 we will turn votes, it is not possible that bolsonaristas will let boulos be elected, we will vote for arthur!"
1325941454527746052,"é boulos e erundina. pessoal do 13, legal, tamo junto, a gente entende a preferência de vcs, mas assim: boulinhos tá com pé no segundo turno, é hora do voto útil. bora meu povo!",positive,"it is boulos and erundina. folks from 13, cool, we’re together, we understand your preference, but like this: boulinhos have their feet in the second round, it’s time for a useful vote. let my people!"
1325941450182451201,@uolnoticias boulos ganha dele facinho no segundo turno,negative,@uolnoticias boulos beat him in the second round
1325941427445129222,boulos vc é tudo entendaaaa,neutral,boulos you are all understand
1325941425834516480,vou de boulos 50 e nessa vereadora.,neutral,I'm going to boulos 50 and this councilwoman.
1325941420172128256,"em 09/11/2020, segundo o ibope, boulos é 13!!! 13%... calma, gente, calma...",positive,"on 11/09/2020, according to ibope, boulos is 13 !!! 13% ... calm down, people, calm down ..."
1325941418259582977,a campanha do boulos e da erundina veio pra renovar nossa esperança na política e melhorar 2020 #virasp50,neutral,the boulos and erundina campaign came to renew our hope in politics and improve 2020 # virasp50
1325941415990452225,@rogerio_spfceni guilherme boulos,neutral,@rogerio_spfceni guilherme boulos
1325941413482287111,"@midianinja @guilhermeboulos bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@midianinja @guilhermeboulos good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325941413318696963,na verdade tem um empate técnico russo / boulos e frança,neutral,actually has a Russian / boulos and france technical tie
1325941407622770689,taca fermento que esse boulos cresce mais!!!,positive,tante yeast that this boulos grows more !!!
1325941386542276608,"ibope: botox de russomanno derrete. abriu a boca do jacaré . covas em primeiro contra boulos ou frança ou russomanno segundo turno. qualquer um menos russomanno vendido. não tem biografia, apoia político de ocasião. russomanno é o centrão de botox",negative,"ibope: russomanno botox melts. opened the mouth of the alligator. pits in first against boulos or france or Russomanno in the second round. anyone but Russomanno sold. has no biography, supports political on occasion. russomanno is the botox center"
1325941376371073025,que bom que sou paulista e vou de boulos #virasp50,positive,I'm glad I'm from São Paulo and I'm going to boulos # virasp50
1325941371237249025,"sim eu sou a nova administradora da conta do tt do meu grande querido boulos,,, a montagem saiu por 370 (dólares)",positive,"yes i am the new administrator of the account of the tt of my great dear boulos ,,, the assembly left for 370 (dollars)"
1325941370079612932,"verdades inconvenientes: o boulos estagnou há semanas e quem aparece em tendência de alta na maioria das pesquisas é o frança. se não conseguir criar um movimento de subida essa semana, não vai nem pro 2o turno",negative,"inconvenient truths: boulos has stagnated for weeks and the one that appears in an upward trend in most surveys is france. if you can't create an upward movement this week, you won't even go to the 2nd round"
1325941360369790977,caiu na rede: boulos e erundina chegam de “celtinha” no 2º turno,negative,fell in the net: boulos and erundina arrive in “celtinha” in the 2nd round
1325941338840457216,@deboraramos jurava que vc tinha votado em boulos. eu tbm votei em ciro pelo mesmo motivo. agora ninguém me tira de foco em primeiro turno.,positive,@deboraramos swore that you had voted for bolus. I also voted for Ciro for the same reason. now nobody takes me out of focus in the first round.
1325941335782813697,inacreditável o horrível do boulos em 2°.,negative,unbelievable the horrible of the boulos in 2 °.
1325941333169725441,vem que vai ter boulos!,neutral,there will be boulos!
1325941330799976450,"@samiabomfim @guilhermeboulos kd o apoio pra bene no rio????, em sp sou boulos",neutral,"@samiabomfim @guilhermeboulos kd the support for bene in the river ????, in sp am boulos"
1325941324781129736,ô povo infeliz de sp vota no boulos pelo amor de deus ces num aprendem não????,neutral,ô unfortunate people from sp vote for boulos for the love of god ces they don’t learn ????
1325941311581675520,@valoreconomico boulos?? coitados dos paulistas!! meldeus!!,negative,@valoreconomico boulos ?? poor paulistas !! meldeus !!
1325941310210060288,quem me segue e for de são paulo pode me dar block se não for votar no boulos,neutral,those who follow me and are from são paulo can give me a block if they are not going to vote for boulos
1325941309878767616,"@homembarata se eu fosse chutar alguém, eu chutaria o boulos por causa da performance dele na pesquisa espontânea",positive,"@homembarata if I were to kick someone, I would kick the boulos because of his performance in spontaneous research"
1325941304057016322,"#virasp50 boulos e erundina atingiram o segundo lugar nas pesquisas em sp. mas a disputa ainda tá apertada. precisamos virar esse jogo!! tá cada vez mais perto! vote 50 em sp pra prefeitura, e 50900 para vereança com a bancada feminista do psol.",negative,"# virasp50 boulos and erundina reached second place in research in sp. but the dispute is still tight. we need to turn this game around !! it's getting closer and closer! vote 50 in sp for the city hall, and 50900 for verança with the feminist bench of psol."
1325941291243499522,"@guilhermeboulos @guilhermeboulos fará auditoria na saúde, controlar contratos de os's, verificando, regulari/ e abrindo postos de saúde e hospitais, q se encontram fechados há + de um ano!!! vamos virar esse jogo com boulos e promover justiça social!!! #boulosnosegundoturno #virasp50",negative,"@guilhermeboulos @guilhermeboulos will audit the health, control the contracts of the 's, checking, regulating / and opening health posts and hospitals, which have been closed for over a year !!! let's turn this game around with boulos and promote social justice !!! #boulosnosegundoturno # virasp50"
1325941287607001089,o boulos pelo menos no segundo turno é tão significativo. felizin demais aqui,positive,the boulos at least in the second round is so significant. too happy here
1325941279478386691,"apesar das mentiras propagadas pela direita, boulos está em 2º lugar na pesquisa ibope pra prefeitura de são paulo. isso mostra a potência da nossa campanha que é feita olho no olho, nas ruas e nas redes. vamos levar @guilhermeboulos e @luizaerundina pro 2º turno! #virasp50",positive,"despite the lies propagated by the right, boulos is in 2nd place in the ibope survey for the city of são paulo. this shows the strength of our campaign that is done eye to eye, on the streets and on the networks. let's take @guilhermeboulos and @luizaerundina to the 2nd round! # virasp50"
1325941255558328323,guilherme boulos perde para o covas no segundo turno kkkkkkk #bouloserundina50 #virasp50,negative,guilherme boulos loses to covas in the second round kkkkkkk # bouloserundina50 # virasp50
1325941250768445440,"gp do brasil (quase) confirmado em interlagos castroneves vai fazer corridas na indycar boulos em segundo nas pesquisas hayley sendo a primeira artista a ganhar o mtv ema com banda e como artista solo tirando a aula de hoje, grande dia (ok, a hayley foi ontem, mas me deixa)!",positive,"gp do brasil (almost) confirmed at interlagos castroneves will race at indycar boulos in second in hayley polls being the first artist to win mtv ema with band and as a solo artist taking class today, great day (ok, hayley was yesterday, but leave me)!"
1325941248885202946,"@dcm_online @guilhermeboulos @guilhermeboulos fará auditoria na saúde, controlar contratos de os's, verificando, regulari/ e abrindo postos de saúde e hospitais, q se encontram fechados há + de um ano!!! vamos virar esse jogo com boulos e promover justiça social!!! #boulosnosegundoturno #virasp50",negative,"@dcm_online @guilhermeboulos @guilhermeboulos will audit the health, control os contracts, checking, regulating / and opening health posts and hospitals, which have been closed for over a year !!! let's turn this game around with boulos and promote social justice !!! #boulosnosegundoturno # virasp50"
1325941237271187463,@veramagalhaes boulos e erundina!!!!,neutral,@veramagalhaes boulos and erundina !!!!
1325941217805422592,guilherme boulos no segundo turno é o que vai alinhar meu chakras essa semana,negative,guilherme boulos in the second round is what will align my chakras this week
