1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325937501060599810,já tá liberado cantar “o homem disparou” pro boulos?,positive,is it already free to sing “the man fired” to the boulos?
1325937495234777088,@beruta boulos no segundo turno!,negative,@beruta boulos in the second round!
1325937493011783680,usar meu reu primario pra fazer boca de urna pro boulos domingo,positive,use my primary reu to make urn for boulos sunday
1325937485369761792,boulos no segundo turno! #virasp50,negative,boulos in the second round! # virasp50
1325937478008791042,"@guilhermeboulos opa, vai ter boulos no segundo turno",negative,"@guilhermeboulos oops, there will be boulos in the second round"
1325937475949367297,@uol o bolsonaro perdeu com 80 porcento nos presídios. então a pesquisas era real . quem paga pela pesquisa determina onde de fato ela será feita.. eles estão apenas retratando um cenário consilidado.. quem em san consciência vai acreditar que o boulos estar em 2 lugar em ssp.,positive,@uol bolsonaro lost 80 percent in prisons. so the research was real. who pays for the research determines where it will actually be done .. they are just portraying a consolidated scenario .. who in san conscience will believe that boulos will be in 2 place in ssp.
1325937473168560128,"galera só não deixem o covas ganhar logo no primeiro turno hein, pqp ele tá com 32 por cento vamo investir mais no boulos aí kkkksdj",positive,"guys just don’t let the pits win right in the first round huh, cuz he’s 32 percent let’s invest more in boulos then kkkksdj"
1325937468844236804,fake news o @celsorussomanno não caiu nas pesquisas. o russomano foi além disso. o russomano derrreteu sua candidatura. de 20% pra 12%? acho que deve ser um recorde.,negative,fake news @celsorussomanno didn't fall in the polls. the Russomanian went further. the Russoman has melted his candidacy. from 20% to 12%? I think it must be a record.
1325937464926670848,"se boulos ganhar em são paulo, bolsonaro se fudeu",positive,"if boulos win in são paulo, bolsonaro get fucked"
1325937454742958082,queria o boulos prefeito só pra ver o mamãefalei chorando,neutral,I wanted boulos mayor just to see mum and I cried
1325937454470336515,@x16lucas e o boulos ganha do covas sem o pt? vamos ver!,neutral,@ x16lucas and boulos beat caves without the pt? we will see!
1325937389362171904,virou em sp porrr vai ter boulos,neutral,turned in sp porrr will have boulos
1325937387340521472,"@lbics_ não sei se é questão de dar o braço a torcer. não necessariamente é benéfico pro boulos no 2° turno ter a imagem totalmente associada ao pt. o psol vai ter que virar muito voto antipetista pra ganhar, se for pro 2° turno, a depender da estratégia um apoio também pode ser ruim.",negative,"@lbics_ I don't know if it's a matter of giving your arm to cheer. it is not necessarily beneficial for boulos in the 2nd round to have the image fully associated with the pt. psol will have to turn a lot of antipetist vote to win, if it goes to the 2nd round, depending on the strategy, support can also be bad."
1325937378163298305,@alviinegra_sccp nem no boulos,neutral,@alviinegra_sccp not even boulos
1325937373142802441,@ivanvalente @guilhermeboulos esse boulos em sp subindo devagar e sempre tá me lembrando minha torcida pela geórgia.,negative,@ivanvalente @guilhermeboulos these boulos in sp rising slowly and always remind me of my support for georgia.
1325937368998744064,"@hdeehenrique não vi a pesquisa por faixa etária ainda, mas de qualquer forma, bizarro. existe uma disputa entre boulos e ele nesses votos",positive,"@hdeehenrique I haven't seen the search by age group yet, but anyway, bizarre. there is a dispute between boulos and he in these votes"
1325937366280904704,ibope são paulo: boulos passa russomanno e fica em segundo lugar,neutral,ibope são paulo: boulos passes Russomanno and takes second place
1325937361130283020,@lucca_bopp boulos é a pior opção possível para a cidade e o povo de são paulo. a história desse sujeito já diz tudo.,negative,@lucca_bopp boulos is the worst possible option for the city and the people of são paulo. this guy's story says it all.
1325937360975093760,"@allanmaux @ltsmestripped @g1 se a imprensa ""esquece"" dos demais eu n sei, mas o bolsonaro continua sendo o presidente da republica, e portanto em termos hierárquicos muito mais importante q o boulos eh muito mais importante, e deve ter uma conduta mais exemplar",positive,"@allanmaux @ltsmestripped @ g1 if the press ""forgets"" about the others, I don’t know, but the bolsonaro continues to be the president of the republic, and therefore in hierarchical terms much more important q boulos is much more important, and must have a more exemplary conduct"
1325937358076866561,"o russomanno sempre começa lá em cima nas pesquisas e com o tempo, vai caindo. dessa vez não poderia ser diferente, caiu ainda mais e já está atrás do boulos. mas que 2 turno em sp, hein? meu deus.",negative,"the Russomanno always starts up there in research and over time, it goes down. this time it couldn't be different, it fell even further and is already behind boulos. but that 2 shift in sp, huh? my God."
1325937335717007361,@dalestee13pt pena que essa gente não enxerga o boulos como a opção,negative,@ dalestee13pt sorry that these people do not see boulos as the option
1325937329790398465,"@skdaniela pois é, qualquer um pode ir para o segundo turno em sp, do boulos com 13, russomano 12, frança 10, tatto 6, tá tudo na margem de erro, números muito próximos e apertados.",negative,"@skdaniela yeah, anyone can go to the second round in sp, do boulos with 13, russomano 12, france 10, tatto 6, it's all in the margin of error, very close and tight numbers."
1325937321988993031,"amigos de são paulo, por favor, me expliquem duas coisas: o que aconteceu para essa queda tão brusca do russomano nas pesquisas? como um sujeito como esse boulos está em segundo lugar? o que está havendo?",neutral,"friends of são paulo, please explain two things to me: what happened to this sudden drop in Russomano's research? how is a guy like that boulos in second place? what is happening?"
1325937311360671744,"@isapennapsol o meu maior receio é covas ganhar já no primeiro turno, tá na hora do psol e do guilherme boulos criar uma campanha aos moldes dos democratas nos eua e incentivar o vote, explicar às pessoas que bolsonaro venceu graças às abstenções e os votos brancos/nulos",positive,"@isapennapsol my biggest fear is pits winning already in the first round, it's time for psol and guilherme boulos to create a campaign along the lines of the democrats in the us and encourage the vote, explain to people that bolsonaro won thanks to abstentions and white votes / null"
1325937301244030976,atenção! o @guilhermeboulos tá em segundo na pesquisa pra prefeito de são paulo! repito! o guiherme boulos tá em segundo na pesquisa! isso não é um treinamento!,neutral,attention! @guilhermeboulos is second in the search for mayor of são paulo! I repeat! guiherme boulos is second in the survey! this is not training!
1325937299566243846,@carteiroreaca se o ibope já deu o boulos a frente do @celsorussomanno é sinal que vai virar esse jogo. pq pesquisa do ibope #globolixo não dá neh?,negative,@carteiroreaca if ibope has already given boulos ahead of @celsorussomanno this is a sign that this game will turn. because ibope research #globolixo doesn't work?
1325937291962048513,"em são paulo o jogo virou! boulos ultrapassou o atraso representado por russomano. sigamos o exemplo da capital, vamos levar @tourinhopedro para o segundo turno e derrotar a extrema direita em todos os cantos do brasil. #campinas #viravoto #pedroeedilene13 #marianaconti50100",negative,"in são paulo the game turned! boulos overcame the delay represented by Russomano. follow the example of the capital, let's take @tourinhopedro for the second round and defeat the extreme right in all corners of Brazil. #campinas #viravoto # pedroeedilene13 # marianaconti50100"
1325937282453544960,"‘a esperança vai vencer o ódio’, diz boulos após se consolidar em 2º em sp",neutral,"‘Hope will overcome hatred’, says boulos after consolidating 2nd in sp"
1325937273939111937,@leonardo1opes @wandrericcc @showdavida boulos é aquele candidato que faz barulho no começo por causa do nicho dele mas a população em geral detesta. zero chance de ganhar. se for pro segundo turno é pra passar vergonha.,positive,@ leonardo1opes @wandrericcc @showdavida boulos is that candidate who makes noise at first because of his niche but the general population hates it. zero chance of winning. if it goes to the second round it is to be ashamed.
1325937272093609984,segundou bom demais com boulos segundando na corrida pro segundo turno xd,positive,second too good with boulos second in the race for the second round xd
1325937269790871552,se o ibope já deu o boulos a frente do @celsorussomanno é sinal que vai virar esse jogo. pq pesquisa do ibope #globolixo não dá neh?,negative,if ibope has already given boulos ahead of @celsorussomanno it is a sign that this game will turn. because ibope research #globolixo doesn't work?
1325937253781295105,#virasp50 . agora é boulos. chega de inimigos do povo no poder.,neutral,# virasp50. now it's boulos. enough of enemies of the people in power.
1325937243501060099,"@sturtsilva e, boulos de fato ultrapassou o russo.porem, a diferença de covas para ele, já tão perto do segundo turno, ainda e grande demais. pode ser que ele consiga ir p/ o 2 turno, mas com esta % nao conseguirá ganhar nem com o tatto se juntando a ele...",positive,"@sturtsilva and, boulos in fact surpassed the russian one. however, the difference in pits for him, already so close to the second round, is still too big. he may be able to go to the 2nd shift, but with this% he will not be able to win even with the tattoo joining him ..."
1325937238061019138,@beruta muito feliz pelo boulos! mas fucking 32 por cento pro covas? que porra é essa?,neutral,@beruta very happy for the boulos! but fucking 32 percent pro pits? what the fuck?
1325937230863589376,"@oliveirasmyth @hildeloyola2 @g1 irmão, contra o boulos eu voto até em um cachorro só espero que esse não seja o cenário",neutral,"@oliveirasmyth @ hildeloyola2 @ g1 brother, against boulos i even vote for a dog i just hope this is not the scenario"
1325937221409648641,o boulos andou melhorando um pouco o desempenho entre os mais pobres enquanto o tatto patina. esse novo desabamento do russomano é que pode fazer a diferença para garantir o boulos no segundo turno.,negative,boulos has improved performance a little among the poorest while tatto skates. this new collapse of the Russomano is what can make the difference to guarantee the boulos in the second round.
1325937209703342080,@nardonecavaquin quem vota em covas não vota em boulos,neutral,@nardonecavaquin who votes in caves does not vote in boulos
1325937182801092608,"ibope sp: covas vai a 32%; boulos, russomanno e frança disputam vaga no 2º turno. #eleições2020",negative,"ibope sp: covas goes to 32%; boulos, russomanno and france compete for a place in the 2nd round. # elections2020"
1325937181999894535,@veja vai ter boulos no segundo turno. o melhor candidato disparado,positive,@veja will have boulos in the second round. the best candidate fired
1325937181442121733,boulos virooou! #virasp50,neutral,boulos turned! # virasp50
1325937170117439489,@ducavendish @kimpkat @albuquerque_af se o cara não ganhar concorrendo com boulos pode pegar o chapéu e ir embora kkk,positive,@ducavendish @kimpkat @albuquerque_af if the guy doesn't win competing with boulos he can take the hat and go kkk
1325937163079454721,o amor vai vencer o ódio! domingo é 50 pra colocar boulos e erundina no segundo turno! #virasp50 #bouloserundina50 #boulosnosegundoturno #eleicoes2020,positive,love will overcome hatred! Sunday is 50 to put boulos and erundina in the second round! # virasp50 # bouloserundina50 #boulosnosegundoturno # eleicoes2020
1325937156519563265,"@orafasalgado e nós vamos estar, diferente do boulos, a gente tem voto na periferia que é onde estão as massas! a vila madalena não ganha eleição sozinha",negative,"@orafasalgado and we will be, unlike boulos, we have votes in the periphery which is where the masses are! Vila Madalena does not win an election alone"
1325937151498989568,"""o pt devia tirar seu candidato e apoiar abertamente o boulos"" em que mundo vcs vivem que um partido apoiado pelo pt vai ganhar votos kkkk? as pessoas ainda não entenderam o ódio que a galera fora da nossa bolha (ainda) tem do partido",positive,"""the pt should remove its candidate and openly support the boulos"" in what world do you live in that a party supported by the pt will win kkkk votes? people still don't understand the hatred that people outside our bubble (still) have for the party"
1325937150303625216,"proponho o projeto de lei genki dama. com ele, cidadãos de todos os estados podriam se unir e direcionar seus votos para eleger guilherme boulos, que luta contra um forte oponente na cidade de são paulo.",positive,"I propose the genki dama bill. with him, citizens from all states could unite and direct their votes to elect guilherme boulos, who fights against a strong opponent in the city of são paulo."
1325937135342530562,pelo amor de são paulo. boulos não!! #boulosterrorista,positive,for the love of são paulo. boulos not !! #boulosterrorista
1325937132117106688,@ivanvalente que tipo de pessoa votaria em covas e boulos ???,positive,@ivanvalente what kind of person would vote for pits and boulos ???
1325937129843793929,será que o eduardo cunha ja cantou a bola sobre a eleição do boulos?,neutral,has eduardo cunha ever sung the ball about the election of boulos?
1325937125926318080,boa boulos.,positive,good boulos.
1325937122294067202,@nextothesofa @_brenofranca me intrometendo aqui porque simmm mano! haha não só os números do boulos congelaram como a campanha parece não acompanhar a corrida,positive,@nextothesofa @_brenofranca meddling here because yeah man! haha not only the numbers of the boulos froze but the campaign does not seem to follow the race
1325937114945646600,"@mor_eo @elisa_kathia @nagire_04 @dexteradomini1 @crisf38 @ppreacafla2 @acidoreturn @marcusvcomenta @eduardopb2020_ @25graciella @zepykenu @michell37819657 @a_bem_d_verdade @jannafabrini @lulanazisimzero @lukar_lima @renatamotta2210 @breacionary @marcio32098359 @joocesarmatos1 @bonorominion @dossieantifa @veiamagalhaess @jussaracarneiro @pitanga91557761 @peacelovebutte1 @themicaheo @journeytojusti1 @eduardosep_1914 @thanato80012698 @tulioricard @duddasalvador2 @agda_campanha @dgomes_br @ppreacareborn @coxinhabrasil79 @terminatorgod38 @cris62070270 @heraldo10743939 @rifaremos @chuto_o_balde @roluli @tatarana @sommerkriege @smmedici @marcelo74057456 @jspldc @amandapatriota2 @anisia_freitas pesquisa ibope em são paulo: covas, 32%; boulos, 13%; russomanno, 12%; frança, 10% | eleições 2020 em são paulo | g1",neutral,"@mor_eo @elisa_kathia nagire_04 @ @ @ dexteradomini1 crisf38 @ @ ppreacafla2 @acidoreturn @marcusvcomenta eduardopb2020_ @ @ 25graciella @zepykenu michell37819657 @a_bem_d_verdade @jannafabrini @lulanazisimzero @lukar_lima renatamotta2210 @breacionary @ @ @ marcio32098359 joocesarmatos1 @bonorominion @dossieantifa @veiamagalhaess @jussaracarneiro @ pitanga91557761 peacelovebutte1 @themicaheo @ @ @ journeytojusti1 eduardosep_1914 @ @ thanato80012698 @tulioricard duddasalvador2 @agda_campanha @dgomes_br @ppreacareborn coxinhabrasil79 @ @ @ terminatorgod38 cris62070270 @ heraldo10743939 @rifaremos @chuto_o_balde @roluli @tatarana @sommerkriege @smmedici @ @ marcelo74057456 @jspldc amandapatriota2 @anisia_freitas search IBOPE in são paulo: covas, 32%; boulos, 13%; Russomanno, 12%; france, 10% | 2020 elections in são paulo | g1"
1325937108821958658,"expectativa e torcida juntos, boulos numericamente em segundo na cidade de são paulo.",neutral,"expectation and crowd together, boulos numerically second in the city of são paulo."
1325937095425273857,@guilhermeboulos meu voto e boulos vamos pra cima .,neutral,@guilhermeboulos my vote and boulos let's go up.
1325937094838120451,@blogdonoblat querem nos fazer engolir o boulos de guela a baixo? esta subestimando a nossa inteligência,neutral,@blogdonoblat want to make us swallow the bells of guela below? is underestimating our intelligence
1325937077909852161,@paulomathias quem vota no boulos? hahahaa,neutral,@paulomathias who votes for boulos? hahahaa
1325937076907479043,"pesquisa ibope em são paulo: covas, 32%; boulos, 13%; russomanno, 12%; frança, 10% | eleições 2020 em são paulo | g1",neutral,"ibope survey in são paulo: covas, 32%; boulos, 13%; Russomanno, 12%; france, 10% | 2020 elections in são paulo | g1"
1325937075980537857,guilherme boulos já é o novo prefeito de sp vocês gostando ou não,positive,guilherme boulos is already the new mayor of sp you like it or not
1325937068460142602,boulos passou russomano esse é o tweet,neutral,boulos passed Russomano this is the tweet
1325937064161009667,"gente imagina que role doido o boulos indo pro segundo turno, ganhando as eleições e tendo que lidar com o doria e bolsonaro....",negative,"people imagine the boulos go crazy going to the second round, winning the elections and having to deal with doria and bolsonaro ...."
1325937061711503361,vai dar boulos...,neutral,will give bulls ...
1325937057840177153,"@freddigiacomo e se tudo der certo vai ter o boulos lá. eu ainda acho que o covinhas leva, mas esse destaque pro psol tá sendo muito positivo, finalmente eles se acharam pra usar as redes pra construir diálogo",positive,"@freddigiacomo and if everything goes well there will be boulos there. I still think that dimples lead, but this highlight for the psol is being very positive, finally they met to use the networks to build dialogue"
1325937057252913158,"gente, meu sonho isso acontecer aqui e a áurea ter chance. imagina que sonho: boulos em sp e áurea em bh.",positive,"folks, my dream this will happen here and the golden chance. imagine that dream: boulos in sp and golden in bh."
1325937043134885888,a triste história da jovem que sabe todo o plano de governo do boulos para a capital mas nao conhece os candidatos de seu próprio município,positive,the sad story of the young woman who knows the entire government plan from boulos to the capital but does not know the candidates from her own municipality
1325937041327206403,boulos até pode ir para o segundo turno em são paulo. torço muito por isso. mas ter esperança em sua vitória é algo que serve apenas para alimentar um romantismo que desconsidera a realidade como ela está hoje estruturada.,neutral,boulos can even go to the second round in são paulo. I really hope for that. but having hope for your victory is something that only serves to fuel a romanticism that disregards reality as it is structured today.
1325937036910600198,"vai dar boulos no 2° turno na eleição municipal de são paulo!! isso me lembra muito do freixo vs crivella aqui no rio em 2016, espero muitooo que o resultado seja diferente do q foi em 2016. mas independente disso tudo, ter boulos na luta, na maior cidade do br é muita",negative,"will give boulos in the 2nd round in the municipal election of são paulo !! it reminds me a lot of ash vs crivella here in rio in 2016, i hope that the result is different from what it was in 2016. but regardless of that, having boulos in the fight, in the biggest city in Brazil is a lot"
1325937035782270976,@pedrolrossi @guilhermeboulos @luizaerundina @o_antagonista @fmourabrasil @revistaoeste @jrguzzofatos @jovempannews @thaisoyama @veramagalhaes @psol50 @generalmourao guilherme boulos - do psol! - ultrapassa o candidato de bolsonaro em sp capital. surreal. inacreditável.,neutral,@pedrolrossi @guilhermeboulos @luizaerundina @o_antagonista @fmourabrasil @revistaoeste @jrguzzofatos @jovempannews @thaisoyama @veramagalhaes @ psol50 @generalmourao guilherme boulos - do psol! - exceeds the bolsonaro candidate in sp capital. surreal. unbelievable.
1325937029365067778,boulos no segundo turno porra,negative,boulos in the second fucking shift
1325937021349732354,"@vonderganso o covas tá tirando voto do mano, é indecente o espaço que esse arrombado tem na tv aqui se o boulos for pro segundo turno, ele vai conseguir bater muito melhor e angariar público fora do digital",positive,"@vonderganso the caves are taking a vote from the brother, it is indecent the space that this break-in has on TV here if the boulos go to the second round, they will be able to beat much better and raise public outside the digital"
1325937005306449925,@nilsonhandebol lula dino ou haddad boulos qualquer uma das duas!,neutral,@nilsonhandebol lula dino or haddad boulos either one!
1325937002622160899,"biden eleito, vacina encaminhada, urach falando mal de evangélico e boulos em segundo. estão deixando a gente sonhar",negative,"biden elected, vaccine forwarded, urach speaking ill of evangelical and boulos in second. are letting us dream"
1325937000713768961,"legal boulos em 2 em sp. mas continuo preocupado se minha cidade terá educação integral, integração do transporte da gv, ciclovias, equipamentos culturais. eu moro em serra-es não em são paulo ou condado da pensilvânia. tô meio cansado.",positive,"legal boulos in 2 in sp. but I am still concerned that my city will have comprehensive education, integration of gv transport, bike paths, cultural facilities. i live in serra-es not in são paulo or pennsylvania county. I'm kind of tired."
1325937000017502209,"pesquisa ibope: boulos-psol, atropela russomano em sp e vai disputar com covas o segundo turno. no rio crivella deve também ficar fora do segundo turno, esse é o preço de defender as loucuras de bolsonaro.",negative,"ibope research: boulos-psol, runs over Russomano in sp and will play the second round with pits. on the crivella river you should also stay out of the second round, that is the price of defending the insanity of bolsonaro."
1325936996422979587,boulos passa russomano,neutral,boulos passes Russomano
1325936979062689793,uma cidade que boulos está em 2º na pesquisa pra prefeito tem mais que se fuder mesmo. cidade chibata.,positive,a city that boulos is in 2nd in the search for mayor has more to fuck himself. cane town.
1325936971265544193,"@gabiru seria ótimo ter o boulos no segundo turno, pra debater projetos e para ele ganhar projeção como uma alternativa ao petismo à esquerda.",positive,"@gabiru it would be great to have boulos in the second round, to debate projects and for him to gain prominence as an alternative to PT on the left."
1325936965640925186,mano m a n o mano o boulos tá em segundo lugar!!!!!,neutral,bro m a n bro bro boulos is in second place !!!!!
1325936960129683467,@hhenriquetto kaskaskakk cunha diná profetiza agr q boulos ganha,positive,@hhenriquetto kaskaskakk cunha diná prophesies agr q boulos wins
1325936943713095685,@guilhermeboulos estamos com vc em jundiaí boulos. cintia vanessa 50 e tayar vereador 50.555. é psol em sp e psol em jundiaí.,neutral,"@guilhermeboulos we are with you in jundiaí boulos. cintia vanessa 50 and tayar alderman 50,555. it is psol in sp and psol in jundiaí."
1325936933630070789,@rogeraguiarfo @hildeloyola2 @g1 vc vai ser obg a votar no bruno se não quiser guilherme boulos ocupando a prefeitura,neutral,@rogeraguiarfo @ hildeloyola2 @ g1 u will be obg to vote for bruno if you don't want guilherme boulos occupying the city hall
1325936927686733826,@blxckgirls puts mas o boulos tem chance de levar?,neutral,@blxckgirls puts but boulos has a chance to take?
1325936925388238848,"@otaviocf @antoniotabet eu repito a pergunta. só o pt erra? podemos questionar a candidatura de tatto, mas na campanha quem ataca boulos é márcio frança. tem candidata do psol no rio com 3% dos votos. e repito o caso de porto alegre onde pdt e psol garantem que manuela não vença no primeiro turno.",negative,"@otaviocf @antoniotabet I repeat the question. only pt misses? we can question the tatto's candidacy, but in the campaign who attacks boulos is marcio france. has psol candidate in rio with 3% of the votes. and I repeat the case of porto alegre where pdt and psol ensure that manuela does not win in the first round."
1325936914785054723,"pesquisa ibope em são paulo divulgada na noite desta segunda-feira (9) mostra o candidato do psol, guilherme boulos, em segundo lugar na disputa, com 13%, em empate técnico com celso russomanno, do republicanos, que tem 12%.",neutral,"ibope survey in são paulo released on Monday night (9) shows psol candidate guilherme boulos in second place in the dispute, with 13%, in a technical tie with celso russomanno, of the republicans, who has 12%."
1325936897630330882,"@joicehasselmann e aí? a senhora vai apoiar quem no segundo turno (não sei se covas quer esse apoio. boulos, com certeza não quer)?",negative,"@joicehasselmann what's up? who are you going to support in the second round (I don't know if pits want that support. boulos, certainly not)?"
1325936895583510539,"hoje o boulos subiu pra segunda colocação nas pesquisas de intenção de voto em sp sem ganhar um ponto sequer, só pela queda vertiginosa (e esperada) do russomanno. quem tá na capital infelizmente não pode descansar e contar com essa ida ao segundo turno ainda, não.",negative,"today boulos moved up to second place in the polls for voting intentions in sp without earning a single point, just because of the dizzying (and expected) fall of russomanno. whoever is in the capital cannot unfortunately rest and count on going to the second round yet."
1325936890864918529,"@guilhermeboulos boulos, você não tem trabalho, vive em função de política, e declarou que não tem patrimônio. qual a sua fonte de renda? como paga alimento, moradia, vestimenta, médico, etc?",positive,"@guilhermeboulos boulos, you don't have a job, you live because of politics, and you declared that you have no assets. what is your source of income? how do you pay for food, housing, clothing, doctors, etc.?"
1325936879070568448,"@rodolfoezsilva mas o frança tem derrapado em conseguir apoio de âmbitos de esquerda no 1º turno tb ele sabe q o confronto dele é contra o boulos, mas na hora de bater acaba soltando umas barbaridades reacionários, aí fica foda msm",negative,"@rodolfoezsilva but france has slipped in getting support from left wing areas in the 1st round tb he knows q his confrontation is against boulos, but when it comes to hitting he ends up dropping some reactionary barbarities, there it is fucking msm"
1325936862943473668,"se o pt quiser agir de forma digna e consciente da sua situação em sp, só tem uma coisa a fazer: apoiar o boulos? não precisa, deixa que o voto útil traz quem pode ser trazido pro nosso lado. mas tem que usar o tempo todo dos últimos programas eleitorais pra bater no covas",positive,"if the pt wants to act in a dignified and conscious way about its situation in sp, it has only one thing to do: support boulos? no need, let the useful vote bring who can be brought to our side. but you have to use all the latest election programs to hit the pits"
1325936862364651521,"@cinliima eu quero muito que o boulos ganhe sabe?! fazer política vc pode até tentar fazer sozinho, mas governar? isso é outros quinhentos.",positive,"@cinliima i really want boulos to win you know ?! doing politics you can even try to do it alone, but govern? that's another five hundred."
1325936860561104898,nossa mobilização tá potente e precisamos seguir virando cada voto! temos 6 dias pra consolidar boulos e erundina no 2º turno! #virasp50,positive,our mobilization is powerful and we need to keep turning each vote! we have 6 days to consolidate boulos and erundina in the 2nd round! # virasp50
1325936854944915456,"@pabiio_vittar mas aonde isso? tem capitais que a esquerda tem muita força... poa, agora boulos indo pro segundo turno em sp.... depende de muita coisa. na minha cidade só tem candidatura de direita, a chapa de esquerda não vai conseguir votos... prefiro fazer voto útil.",positive,"@pabiio_vittar but where is that? there are capitals that the left has a lot of strength ... well, now we are going to the second round in sp .... it depends on a lot. in my city there is only a right-wing candidacy, the left-wing ticket will not get votes ... I prefer to make a useful vote."
1325936832958312449,"@rafaelmartelo @gilazanha ele se ateve ao fato que o boulos passou para segundo colocado, mas não analisou os números. o que essa pesquisa deixou claro é que o russomano perdeu votos e o único que cresceu com isso foi o covas. a duvida é saber se ha possibilidade dessa eleição acabar já no 1 turno.",positive,"@rafaelmartelo @gilazanha he kept to the fact that boulos moved to second place, but did not analyze the numbers. what this research made clear is that the Russoman lost votes and the only one that grew from it was the caves. the question is whether this election is likely to end in the first round."
1325936831729430530,viva! domingo é dia de boulos!,positive,alive! Sunday is boulos day!
1325936829946880001,"@khr_sts vou te falar uma coisa, mas não briga comigo, do jeito que está, melhor ele do que o boulos!",positive,"@khr_sts I'll tell you something, but don't fight with me, as it is, better than boulos!"
1325936820874567680,"boulos em segundo, pelo amor de deus que sonho",positive,"boulos second, for the love of god I dream"
1325936817753952256,"mesmo com 17 segundos, muitas fake news em cima da nossa linda campanha, é cada vez mais real boulos no segundo turno. russomanno derreteu, agora é disparar. essa semana é decisiva pra o futuro de são paulo! vamos juntes colocar boulos &amp; erundina na prefeitura de sp? #virasp50",negative,"mesmo com 17 segundos, muitas fake news em cima da nossa linda campanha, é cada vez mais real boulos no segundo turno. russomanno derreteu, agora é disparar. essa semana é decisiva pra o futuro de são paulo! vamos juntes colocar boulos &amp; erundina na prefeitura de sp? #virasp50"
1325936815254220801,"o boulos mesmo se tivesse uma campanha mediana ainda conseguiria uma boa margem com o tanto de pessoas que espontaneamente gostam dele, agora a safada vai lá e ainda tem uma campanha brilhante boto 50 com talento",positive,"boulos even if he had an average campaign he would still get a good margin with the number of people who spontaneously like him, now the naughty goes there and still has a brilliant campaign boto 50 with talent"
1325936810653081600,eu n posso ver noticia do boulos virando em sp q ja estou passando mal baixa a pressao tontura alucinacoes,neutral,I can't see news of the boulos turning in sp q I'm already feeling low low pressure dizziness hallucinations
1325936808505577473,@nilsonhandebol haddad/boulos ou haddad/ dino qq um desses três,neutral,@nilsonhandebol haddad / boulos or haddad / dino qq one of those three
1325936802830675968,boulos ja virou ai meu deus é eleeeeeeeer,neutral,boulos already turned there my god is eleeeeeeeer
1325936802075643905,@cbnoficial eu queria morar em são paulo só para não votar no boulos.,positive,@cbnoficial i wanted to live in são paulo just to not vote for boulos.
1325936785566937090,"gente é sério que vocês estão adotando o boulos como político de estimação? sério, parem, vergonha alheia. não tenham político de estimação... não tenham nenhuma autoridade de estimação.",negative,"people are you seriously adopting boulos as a pet politician? seriously, stop, someone else's shame. have no pet policy ... have no pet authority."
1325936777333444608,"nem sou paulista, mas boulos prefeito 50 vem aí",neutral,"I'm not even from São Paulo, but boulos mayor 50 is coming"
1325936760791162880,"@mottatarcisio @guilhermeboulos @luizaerundina boulos vai tirar o russomano do 2.o turno. mais uma derrota pessoal do bolsonaro, que delícia. obrigado boulos &amp; erundina.",neutral,"@mottatarcisio @guilhermeboulos @luizaerundina boulos vai tirar o russomano do 2.o turno. mais uma derrota pessoal do bolsonaro, que delícia. obrigado boulos &amp; erundina."
1325936756894609409,"biden já ganhou, agora falta o boulos levar em sp pra minha esperança na humanidade se reestabelecer",negative,"biden already won, now the boulos are missing to take in sp for my hope in humanity to reestablish itself"
1325936745284820993,boulos 50 ... boraaaaaaa.,neutral,boulos 50 ... boraaaaaaa.
1325936730101456896,gente vcs acham mesmo que são paulo vai eleger o boulos sério kkkkkkkj,positive,people you really think that são paulo will elect the boulos seriously kkkkkkkj
1325936725974274049,"anotem: o voto útil da esquerda em sp é 50, é boulos e erundina, um voto de esperança e muito competitivo. no segundo turno é outra história, recomeça o jogo com horário eleitoral e inserções na tv/rádio divididas igualmente. isso sem falar nos debates. tem briga, gente! 50!",negative,"note: the useful vote of the left in sp is 50, it is boulos and erundina, a vote of hope and very competitive. in the second round it is another story, the game resumes with electoral schedule and TV / radio inserts divided equally. not to mention the debates. have a fight, people! 50!"
1325936724351086592,"@carloscezarcjr @uol olha, tem muita gente que vai votar nele mesmo. porém tem uma rejeição muito grande também. e num segundo turno só ganha do boulos. é o que parece.",positive,"@carloscezarcjr @uol look, there are many people who will vote for him. but it has a very big rejection too. and in a second round they only beat boulos. is what it seems."
1325936703924793344,@vitor_porcino @andregalvaofer acho que ele se refere à pesquisa do ibope. nem somando a esquerda boulos faz cócegas.,neutral,@vitor_porcino @andregalvaofer I think he refers to ibope research. not even adding the left boulos tickles.
1325936699948621826,"@blogdopannunzio @celsorussomanno o meu maior receio é covas ganhar já no primeiro turno, por isso o guilherme boulos precisa criar uma campanha aos moldes dos democratas nos eua e incentivar o vote, explicar às pessoas que bolsonaro venceu graças às abstenções e os votos brancos/nulos",positive,"@blogdopannunzio @celsorussomanno my biggest fear is pits winning in the first round, so guilherme boulos needs to create a campaign along the lines of the democrats in the us and encourage the vote, explain to people that bolsonaro won thanks to abstentions and white votes / void"
1325936699378163713,@renato_battista eu rasgo meu título se o boulos for para o segundo turno.duvidooooooo,neutral,@renato_battista i'll rip my title if boulos goes to the second round.duvidooooooo
